Genus,Substantiv,IPA,Plural,Herkunft,Tags
die,Karrieremöglichkeit,*,Karrieremöglichkeiten,Komposita.kein,
die,Kommunikation,kɔmunikaˈt͡si̯oːn,Kommunikationen,Lehnwort.la,
die,Funktion,fʊŋkˈt͡si̯oːn,Funktionen,Lehnwort.la,
die,Visitenkarte,viˈziːtn̩ˌkaʁtə,Visitenkarten,Komposita.-s-,
die,Verhandlung,fɛɐ̯ˈhandlʊŋ,Verhandlungen,Ableitung.-ung,
das,Geschäftsessen,ɡəˈʃɛft͡sˌʔɛsn̩,Geschäftsessen,Komposita.-s-,
das,Marketing,ˈmaʁkətɪŋ,-,Lehnwort.en,
der,Marketingmanager,*,Marketingmanager,Komposita.kein,
der,Geschäftsbericht,*,Geschäftsberichte,Komposita.-s-,
der,Qualitätsmanagement,*,Qualitätsmanagements,Komposita.-s-,
der,Management,ˈmɛnɪt͡ʃmənt,Managements,Lehnwort.en,
die,Filiale,fiˈli̯aːlə,Filialen,de,
die,Firmenfiliale,*,*,Komposita.kein,
die,Verkaufszahl,fɛɐ̯ˈkaʊ̯fsˌt͡saːl,Verkaufszahlen,Komposita.-s-,
der,Verkauf,fɛɐ̯ˈkaʊ̯f,Verkäufe,Ableitung.Konversion,
die,Wasserleitung,ˈvasɐlaɪ̯tʊŋ,Wasserleitungen,Komposita.kein,
die,Leitung,ˈlaɪ̯tʊŋ,Leitungen,Ableitung.-ung,
die,Marketingabteilung,*,Marketingabteilungen,Komposita.kein,
die,Abteilung,apˈtaɪ̯lʊŋ,Abteilungen,de,
die,Kampagne,kamˈpanjə,Kampagnen,Lehnwort.fr,
die,Marketingkampagne,*,Marketingkampagnen,Komposita.kein,
das,Netzwerk,ˈnɛt͡sˌvɛʁk,Netzwerke,Komposita.kein,
das,Netz,nɛt͡s,Netze,de,
das,Werk,vɛʁk,Werke,de,
das,Ding,dɪŋ,Dinge/Dinger,*,
der,Handball,ˈhantˌbal,Handbälle,Komposita.kein,
das,Instrument,ˌɪnstʁuˈmɛnt,Instrumente,Lehnwort.la,
das,Abendessen,ˈaːbn̩tˌʔɛsn̩,Abendessen,Komposita.kein,
die,Jazzmusik,ˈd͡ʒɛːsmuˌziːk,-,Komposita.kein,
das,Jazzfestival,ˈd͡ʒɛːsˌfɛstivl̩,Jazzfestivals,Komposita.kein,
das,Festival,ˈfɛstivl̩,Festivals,Lehnwort.en.fr.la,
das,Jazzkonzert,ˈd͡ʒɛːskɔnˌt͡sɛʁt,Jazzkonzerte,Komposita.kein,
der,Rhein,ʁaɪ̯n,-,Toponym,
die,Burg,bʊʁk,Burgen/Bürge,de,
das,Schauspielhaus,*,Schauspielh[ä]user,Komposita.kein,
das,Raimundtheater,*,-,Eigenname,
das,Theaterstück,teˈaːtɐˌʃtʏk,Theaterstücke,Komposita.kein,
die,Aufgabe,ˈaʊ̯fˌɡaːbə,Aufgaben,*,
die,Hausaufgabe,ˈhaʊ̯sʔaʊ̯fˌɡaːbə,Hausaufgaben,Komposita.kein,
der,Test,tɛst,Tests/Teste,Lehnwort.en.fr.la,
der,Konzern,kɔnˈt͡sɛʁn,Konzerne,Lehnwort.en.fr.la,
die,Vorbereitung,ˈfoːɐ̯bəˌʁaɪ̯tʊŋ,Vorbereitungen,Ableitung.-ung,
das,Tegernsee,ˈteːɡɐnˌzeː,-,Toponym,
das,Ausland,ˈaʊ̯slant,-,*,Land
das,Amsterdam,ˌamstɐˈdam,-,Toponym,Stadt:Land.Ausland
das,Architekturbüro,aʁçitɛkˈtuːɐ̯byˌʁoː,Architekturbüros,Komposita.kein,
der,Hausmann,ˈhaʊ̯sman,Hausmänner,Komposita.kein,
die,Baufirma,ˈbaʊ̯ˌfɪʁma,Baufirmen,Komposita.kein,
der,Bau,baʊ̯,Bauten/Baue,Ableitung.Konversion,
der,Arm,aʁm,Arme,de,Anatomie
das,Spiel,ʃpiːl,Spiele,de,
der,Körper,ˈkœʁpɐ,Körper,Lehnwort.la,Anatomie
das,Auge,ˈaʊ̯ɡə,Augen,de,Anatomie
die,Nase,ˈnaːzə,Nasen,de,Anatomie
der,Zahn,t͡saːn,Zähne,de,Anatomie
der,Mund,mʊnt,Münder,de,Anatomie
der,Hals,hals,Hälse,de,Anatomie
der,Bauch,baʊ̯x,Bäuche,de,Anatomie
die,Zehe,ˈt͡seːə,Zehen,de,Anatomie
das,Haar,haːɐ̯,Haare,de,Anatomie
der,Finger,ˈfɪŋɐ,Finger,de,Anatomie
der,Rücken,ˈʁʏkn̩,Rücken,de,Anatomie
das,Bein,baɪ̯n,Beine,de,Anatomie
das,Knie,kniː,Knie,de,Anatomie
das,Weh,veː,Wehe,de,
der,Spieler,ˈʃpiːlɐ,Spieler,Ableitung.-er,Person.männlich
der,Fußballspieler,ˈfuːsbalˌʃpiːlɐ,Fußballspieler,Komposita.kein,Person.männlich
der,Schmerz,ʃmɛʁt͡s,Schmerzen,de,Krankheit
der,Kopfschmerz,ˈkɔp͡fˌʃmɛʁt͡s,Kopfschmerzen,Komposita.kein,Krankheit
der,Halsschmerz,ˈhalsˌʃmɛʁt͡s,Halsschmerzen,Komposita.kein,Krankheit
der,Ohrenschmerz,*,Ohrenschmerzen,Komposita.-en-,Krankheit
der,Zahnschmerz,ˈt͡saːnˌʃmɛʁt͡s,Zahnschmerzen,Komposita.kein,Krankheit
der,Bauchschmerz,ˈbaʊ̯xˌʃmɛʁt͡s,Bauchschmerzen,Komposita.kein,Krankheit
der,Husten,ˈhuːstn̩,Husten,de,Krankheit
der,Schnupfen,ˈʃnʊp͡fn̩,Schnupfen,de,Krankheit
das,Fieber,ˈfiːbɐ,Fieber,Lehnwort.la,Krankheit
die,Erkältung,ɛɐ̯ˈkɛltʊŋ,Erkältungen,Ableitung.-ung,Krankheit
die,Grippe,ˈɡʁɪpə,Grippen,Lehnwort.fr,Krankheit
das,Gesetz,ɡəˈzɛt͡s,Gesetze,de,
die,Krankenversicherung,ˈkʁaŋkn̩fɛɐ̯ˌzɪçəʁʊŋ,Krankenversicherungen,Komposita.-en-,
der,Kranke,ˈkʁaŋkɐ,Kranken,Deklination,Person.männlich
die,Versicherung,fɛɐ̯ˈzɪçəʁʊŋ,Versicherungen,Ableitung.-ung,
die,Versichertenkarte,*,Versichertenkarten,Komposita.*,
die,Ortskrankenkasse,ˈɔʁʦkʀaŋkn̩kasə,Ortskrankenkassen,Komposita.-s-,
die,Krankenkase,ˈkʁaŋkn̩ˌkasə,Krankenkassen,Komposita.-en-,
die,Kasse,ˈkasə,Kassen,Lehnwort.it,
der,Zahnarzt,ˈt͡saːnˌʔaːɐ̯t͡st,Zahnärzte,Komposita.kein,
das,Gehen,ˈɡeːən,-,Ableitung.Konversion,
der,Azrttermin,*,Arzttermine,Komposita.kein,
der,Grad,ɡʁaːt,Grade,Lehnwort.la,
das,Rezept,ʁeˈt͡sɛpt,Rezepte,Lehnwort.la,
der,Honig,ˈhoːnɪç,Honige,de,Nahrungsmittel
die,Besserung,ˈbɛsəʁʊŋ,Besserungen,Ableitung.-ung,
der,Alkohol,ˈalkohoːl,Alkohole,de,Getränk.Alkoholgetränk
die,Gesundheit,ɡəˈzʊnthaɪ̯t,Gesundheit,Ableitung.-heit,
die,Tablette,taˈblɛtə,Tabletten,Lehnwort.fr,
die,Schmerztablette,ˈʃmɛʁt͡staˌblɛtə,Schmerztabletten,Komposita.kein,
das,Gesundheitsproblem,*,Gesundheitsprobleme,Komposita.-s-,
das,Radfahren,ˈʁaːtˌfaːʁən,-,Komposita.kein,
der,Garten,ˈɡaʁtn̩,Gärten,de,
die,Freizeitaktivität,*,Freizeitaktivitäten,Komposita.kein,
die,Aktivität,aktiviˈtɛːt,Aktivitäten,Lehnwort.fr.la:Ableitung.-ität,
der,Spaziergang,ʃpaˈt͡siːɐ̯ˌɡaŋ,Spaziergänge,Komposita.kein,
der,Kinobesuch,ˈkiːnobəˌzuːx,Kinobesuche,Komposita.kein,
[die]/der,Couch,kaʊ̯t͡ʃ,Couchs/Couches/Couchen,Lehnwort.en.fr.la,
das,Video,ˈviːdeo,Videos,Lehnwort.en.la,
das,Onlinespiel,ˈɔnlaɪ̯nˌʃpiːl,Onlinespiele,Komposita.kein,
die,Art,aːɐ̯t,Arten,de,
die,Sportart,ˈʃpɔʁtˌʔaːɐ̯t,Sportarten,Komposita.kein,
[das]/der,Work(-)out,ˈvœːɐ̯kˌʔaʊ̯t,Work(-)outs,Lehnwort.en,
das,Schwimmen,ˈʃvɪmən,-,Ableitung.Konversion,
der,Sportler,ˈʃpɔʁtlɐ,Sportler,Ableitung.-ler,Person.männlich
der,Freizeitsportler,*,Freiseitsportler,Komposita.kein,Person.männlich
der,Nichtsportler,*,Nichtsportler,Komposita.kein,Person.männlich
der/[das],Yoga,ˈjoːɡa,-,Lehnwort.sa,
die,Alternativ,ˌaltɛʁnaˈtiːvə,Alternativen,Ableitung.Konversion,
der,Gegensatz,ˈɡeːɡənˌzat͡s,Gegensätze,Ableitung.gegen-,
das,Tennisspiel,ˈtɛnɪsˌʃpiːl,Tennisspiele,Komposita.kein,
die,Umgebung,ʊmˈɡeːbʊŋ,Umgebungen,Ableitung.-ung,
die,Tour,tuːɐ̯,Touren,Lehnwort.fr,
die,Fahrradtour,*,Fahrradtouren,Komposita.kein,
die,Beratung,bəˈʁaːtʊŋ,Beratungen,Ableitung.-ung,
der,Rabatt,ʁaˈbat,Rabatte,Lehnwort.it:Lehnwort.fr,
der,Gruppenkurs,*,Gruppenkurse,Komposita.kein,
die,Physiotherapie,fyzi̯oteʁaˈpiː,Physiotherapien,*,
das,Fitnessgerät,ˈfɪtnɛsɡəˌʁɛːt,Fitnessgeräte,Komposita.kein,
das,Medium,ˈmeːdi̯ʊm,Medien/Media,Lehnwort.la,
das,Lernmaterial,ˈlɛʁnmateˌʀi̯aːl,Lernmaterialien,Komposita.kein,
das,Material,mateˈʁi̯aːl,Materialien,Lehnwort.la,
die,Auswahl,ˈaʊ̯svaːl,Auswahlen,Ableitung.implizite,
der,Rentner,ˈʁɛntnɐ,Rentner,Ableitung.-ner,Person.männlich
die,Rente,ˈʁɛntə,Renten,Lehnwort.la,
der,Anfängerkurs,ˈanfɛŋɐˌkʊʁs,Anfängerkurse,Komposita.kein,
das,Mailand,ˈmaɪ̯lant,-,Toponym,Stadt:Land.Italien
die,Vorstellung,ˈfoːɐ̯ˌʃtɛlʊŋ,Vorstellungen,Ableitung.-ung,
die,Tanzvorstellung,*,Tanzvorstellungen,Komposita.kein,
das,Tanztheater,*,Tanztheater,Komposita.kein,
der,Privathaushalt,pʁiˈvaːtˌhaʊ̯shalt,Privathaushalte,Komposita.kein,
das,Einfamilienhaus,ˈaɪ̯nfamiːli̯ənˌhaʊ̯s,Einfamilienhäuser,Komposita.-n-,
der,Anteil,ˈanˌtaɪ̯l,Anteile,de,
die,Eigentumswohnung,ˈaɪ̯ɡn̩tuːmsˌvoːnʊŋ,Eigentumswohnungen,Komposita.kein,
das,Eigentum,ˈaɪ̯ɡn̩tuːm,Eigentume,de,
der,Eigentümer,ˈaɪ̯ɡn̩ˌtyːmɐ,Eigentümer,Ableitung.-er,
das,Wohneigentum,ˈvoːnʔaɪ̯gn̩tuːm,-,Komposita.kein,
die,Mietwohnung,ˈmiːtˌvoːnʊŋ,Mietwohnungen,Komposita.kein,
[der]/das,Quadratmeter,kvaˈdʁaːtˌmeːtɐ,Quadratmeter,Komposita.kein,Mathematik
die,Wohngemeinschaft,ˈvoːnɡəˌmaɪ̯nʃaft,Wohngemeinschaften,Komposita.kein,
die,Gemeinschaft,ɡəˈmaɪ̯nʃaft,Gemeinschaften,*,
der,Auszubildende,ˈaʊ̯st͡suˌbɪldn̩dɐ,Auszubildenden,Ableitung.Konversion,Person.männlich:Deklination
der,Singe(-)Haushalt,ˈsɪŋl̩ˌhaʊ̯shalt,Single(-)Haushalte,Komposita.kein,
die,Küche,ˈkʏçə,Küchen,Ableitung.Konversion,
das,Bad,baːt,Bäder,Ableitung.Konversion,
die,Badbenutzung,*,Badbenutzungen,Komposita.kein,
die,Küchenbenutzung,*,Küchenbenutzungen,Komposita.kein,
das,Maximum,ˈmaksimʊm,Maxima,Lehnwort.la,
der,Bewohner,bəˈvoːnɐ,Bewohner,*,Person.männlich
der,Norden,ˈnɔʁdn̩,-,de,Geografie.Himmelsrichtung
der,Osten,ˈɔstn̩,-,de,Geografie.Himmelsrichtung
der,Westen,ˈvɛstn̩,-,de,Geografie.Himmelsrichtung
der,Süden,ˈzyːdn̩,-,de,Geografie.Himmelsrichtung
der,Millionär,mɪli̯oˈnɛːɐ̯,Millionäre,Ableitung.-är,
die,Einladung,ˈʃøːnstn̩,Einladungen,Ableitung.-ung,
der,Donnerstagabend,ˌdɔnɐstaːkˈʔaːbn̩t,Donnerstagabende,Komposita.kein,Zeit
das,Arbeitszimmer,ˈaʁbaɪ̯t͡sˌt͡sɪmɐ,Arbeitszimmer,Komposita.-s-,
das,Wohnzimmer,ˈvoːnˌt͡sɪmɐ,Wohnzimmer,Komposita.kein,
das,Schlafzimmer,ˈʃlaːfˌt͡sɪmɐ,Schlafzimmer,Komposita.kein,
der,Flur,fluːɐ̯,Flurede,*,
der,Glückwunsch,ˈɡlʏkˌvʊnʃ,Glückwünsche,Komposita.kein,
die,Garderobe,ɡaʁdəˈʁoːbə,Garderoben,Lehnwort.fr,Möbel
der,Schuhschrank,ˈʃuːˌʃʁaŋk,Schuhschränke,Komposita.kein,Möbel
der,Esstisch,ˈɛsˌtɪʃ,Esstische,Komposita.kein,Möbel
der,Fernseher,ˈfɛʁnˌzeːɐ,Fernseher,Ableitung.Konversion,Möbel
das,Regal,ʁeˈɡaːl,Regale/Regalien,unklar,Möbel
das,Küchenmöbel,*,Küchenmöbel,Komposita.-n-,
der,Kleiderschrank,ˈklaɪ̯dɐˌʃʁaŋk,Kleiderschränke,Komposita.-er-,Möbel
das,Fenster,ˈfɛnstɐ,Fenster,*,
der,Sessel,ˈzɛsl̩,Sessel,de,Möbel
die,Badewanne,ˈbaːdəˌvanə,Badewannen,Komposita.-e-,Möbel
die,Wanne,ˈvanə,Wannen,Lehnwort.la,
das,Waschbecken,ˈvaʃˌbɛkn̩,Waschbecken,Komposita.kein,
die,Heizung,ˈhaɪ̯t͡sʊŋ,Heizungen,Ableitung.-ung,
der,Strom,ʃtʁoːm,Ströme,Kurzform,
der,Job,d͡ʒɔp,Jobs,Lehnwort.en,
der,Lieblingsort,ˈliːplɪŋsˌʔɔʁt,Lieblingsorte,Komposita.Lieblings-,
das,Lieblingszimmer,ˈliːplɪŋsˌt͡sɪmɐ,Lieblingszimmer,Komposita.Lieblings-,
der,Balkon,balˈkɔŋ,Balkons/Balkone,Lehnwort.fr.it,
die,Terrasse,tɛˈʁasə,Terrassen,Lehnwort.fr.la,
die,Garage,ɡaˈʁaːʒə,Garagen,Lehnwort.fr,
die,Betriebswirtschaft,bəˈtʁiːpsvɪʁtˌʃaft,-,Komposita.-s-:Kurzform,
die,Betriebswirtschaftslehre,bəˈtʁiːpsvɪʁtʃaft͡sleːʁə,-,Komposita.-s-,
der,Betrieb,bəˈtʁiːp,Betriebe,*,
die,Wirtschaft,ˈvɪʁtʃaft,Wirtschaften,Kurzform,
die,Wirtschaftswissenschaft,ˈvɪʁtʃaft͡sˌvɪsn̩ʃaft,Wirtschaftswissenschaften,Komposita.-s-,
die,Wissenschaft,ˈvɪsn̩ʃaft,Wissenschaften,de,
das,Wissen,ˈvɪsn̩,-,de,
die,Fakultät,fakʊlˈtɛːt,Fakultäten,Lehnwort.la,
die,Innenstadt,ˈɪnənˌʃtat,Innenstädte,Komposita.kein,
der,Augustusplatz,*,-,Toponym,
der,Nachteil,ˈnaːxˌtaɪ̯l,Nachteile,Komposita.kein,
der,Vorteil,ˈfɔʁˌtaɪ̯l,Vorteile,Komposita.kein,
der,Berater,bəˈʁaːtɐ,Berater,Ableitung.-er,Person.männlich
die,Beraterin,bəˈʁaːtəʁɪn,Beraterin,Ableitung.-in,Person.weiblich
der,Bankberater,*,Bankberater,komposita.kein,Person.männlich
die,Bankberaterin,*,Bankberaterin,Ableitung.-in,Person.weiblich
die,Pflanze,ˈp͡flant͡sə,Pflanzen,Lehnwort.la,Botanik
die,Einkaufsmöglichkeit,ˈaɪ̯nkaʊ̯fsˌmøːklɪçkaɪ̯t,Einkaufsmöglichkeiten,Komposita.-s-,
die,Taxifahrerin,ˈtaksiˌfaːʁəʁɪn,Taxifahrerinnen,Ableitung.-in,
der,Taxifahrer,ˈtaksiˌfaːʁɐ,Taxifahrer,Komposita.kein,
der,Stadtrand,ˈʃtatˌʁant,Stadtränder,Komposita.kein,
der,Rand,ʁant,Ränder,de,
die,Etage,eˈtaːʒə,Etagen,Lehnwort.fr.la,
der,Ausblick,ˈaʊ̯sblɪk,Ausblicke,Komposita.kein,
der,Fahrstuhl,ˈfaːɐ̯ˌʃtuːl,Fahrstühle,Komposita.kein,
die,Treppe,ˈtʁɛpə,Treppen,de,
der,Nachbar,ˈnaxˌbaːɐ̯,Nachbarn,*,Person.männlich
der,Lärm,lɛʁm,-,Lehnwort.it,
die,Gegend,ˈɡeːɡn̩t,Gegenden,de,
der,Discounter,dɪsˈkaʊ̯ntɐ,Discounter,Lehnwort.en,
die,Lage,ˈlaːɡə,Lagen,de,
der,Traum,tʁaʊ̯m,Träume,de,
die,Traumwohnung,*,Traumwohnungen,Komposita.kein,
das,Traumhaus,ˈtʁaʊ̯mˌhaʊ̯s,Traumh[ä]user,Komposita.kein,
die,Aussicht,ˈaʊ̯sˌz̥ɪçt,Aussichten,Ableitung.Konversion,
der,Baum,baʊ̯m,Bäume,de,Botanik
das,Waschmittel,ˈvaʃˌmɪtl̩,Waschmittel,Komposita.kein,
der,Spiegel,ˈʃpiːɡl̩,Spiegel,de,
der,Bücherschrank,ˈbyːçɐˌʃʁaŋk,Bücherschränke,Komposita.-er-,
der,Klempner,ˈklɛmpnɐ,Klempner,de,Person.männlich:Beruf
die,Dehnung,ˈdeːnʊŋ,Dehnungen,Ableitung.-ung,
der,Laut,laʊ̯t,Laute,de,
der,Dehnungslaut,*,Dehnungslaute,Komposita.-s-,
die,Anzeige,ˈanˌt͡saɪ̯ɡə,Anzeigen,Ableitung.Konversion,
der,Mitbewohner,ˈmɪtbəˌvoːnɐ,Mitbewohner,Komposita.kein,Person.männlich
der,Mitbewohnerin,ˈmɪtbəˌvoːnəʁɪn,Mitbewohnerinnen,Ableitung.-in,Person.weiblich
die,Beschreibung,bəˈʃʁaɪ̯bʊŋ,Beschreibungen,Ableitung.-ung,
die,Wegbeschreibung,ˈveːkbəˌʃʁaɪ̯bʊŋ,Wegbeschreibungen,Komposita.kein,
der,Marktplatz,ˈmaʁktˌplat͡s,Marktplätze,Komposita.kein,
die,Querstraße,ˈkveːɐ̯ˌʃtʁaːsə,Querstraßen,Komposita.kein,
das,Rathaus,ˈʁaːtˌhaʊ̯s,Rath[ä]user,Komposita.kein,
der,Pinguin,ˈpɪŋɡuiːn,Pinguine,Lehnwort.en,Zoologie
die,Milchbar,ˈmɪlçˌbaːɐ̯,Milchbars,Komposita.kein,
die,Kreuzung,ˈkʁɔɪ̯t͡sʊŋ,Kreuzungen,Ableitung.-ung,
der,Kreisverkehr,ˈkʁaɪ̯sfɛɐ̯ˌkeːɐ̯,Kreisverkehre,Komposita.kein,
der,Kreis,kʁaɪ̯s,Kreise,de,
die,Sehenswürdigkeit,ˈzeːənsˌvʏʁdɪçkaɪ̯t,Sehenswürdigkeiten,Ableitung.-keit,
das,Rauchverbot,ˈʁaʊ̯xfɛɐ̯ˌboːt,Rauchverbote,Komposita.kein,
das,Verbot,fɛɐ̯ˈboːt,Verbote,de,
der,Raucher,ˈʁaʊ̯xɐ,Raucher,Ableitung.-er,
die,Putze,ˈpʊt͡sə,Putzen,Ableitung.Konversion,
die,Nichtraucherin,ˈnɪçtˌʁaʊ̯xəʁɪn,Nichtraucherinnen,Ableitung.-in,Person.weiblich
das,Haustier,ˈhaʊ̯sˌtiːɐ̯,Haustiere,Komposita.kein,
das,Tier,tiːɐ̯,Tiere,*,
der,Staub,ʃtaʊ̯p,Stäube/Staube,*,
die,Toilette,toˈlɛtə,Toiletten,Lehnwort.fr,Möbel
der,Küchenschrank,ˈkʏçn̩ˌʃʁaŋk,Küchenschränke,Komposita.-n-,Möbel
das,Sofa,ˈzoːfa,Sofas,Lehnwort.fr.ar:Lehnwort.it.ar,Möbel
das,Bücherregal,ˈbyːçɐʁeˌɡaːl,Bücherregale,Komposita.-er-,Möbel
die,Vase,ˈvaːzə,Vasen,Lehnwort.fr.la,Möbel
der,Teppich,ˈtɛpɪç,Teppiche,de.la:de.grc,
der,Kugelschreiber,ˈkuːɡl̩ˌʃʁaɪ̯bɐ,Kugelschreiber,Komposita.kein,
der,Schreiber,ˈʃʁaɪ̯bɐ,Schreiber,Ableitung.-er,
die,Wand,vant,Wände,de,
die,Tastatur,tastaˈtuːɐ̯,Tastaturen,de,
die,Einweihungsparty,ˈaɪ̯nvaɪ̯ʊŋsˌpaːɐ̯ti,Einweihungspartys,Komposita.-s-,
die,Dusche,ˈduːʃə,Duschen,Lehnwort.fr.it.la,
das,Okinawa,okiˈnaːva,-,Toponym,Insel
das,Grönland,ˈɡʁøːnlant,-,Toponym,Insel
der,Baikalsee,ˈbaɪ̯kalˌzeː,-,Toponym,See
der,Süßwassersee,ˈzyːsvasɐˌzeː,Süßwasserseen,Komposita.kein,
der,See,zeː,Seen,de,
das,Süßwasser,ˈzyːsˌvasɐ,Süßwasser/Süßwässer,Komposita.kein,
das,Verbotsschild,fɛɐ̯ˈboːt͡sˌʃɪlt,Verbotsschilder,Komposita.-s-,
das,Klassenzimmer,ˈklasn̩ˌt͡sɪmɐ,Klassenzimmer,Komposita.-n-,
der,Englischlehrer,ˈɛŋlɪʃˌleːʁɐ,Englischlehrer,Komposita.kein,
der,Stiefel,ˈʃtiːfl̩,Stiefel,de,
das,Sehen,ˈzeːən,-,Ableitung.Konversion,
der,Fernsehturm,ˈfɛʁnzeːˌtʊʁm,Fernsehtürme,Komposita.kein,
der,Turm,tʊʁm,Türme,de,
der,Alexanderplatz,*,-,Toponym,
das,Bauwerk,ˈbaʊ̯ˌvɛʁk,Bauwerke,Komposita.kein,
das,Wahrzeichen,ˈvaːɐ̯ˌt͡saɪ̯çn̩,Wahrzeichen,Komposita.kein,
der,Auftrag,ˈaʊ̯fˌtʁaːk,Aufträge,Ableitung.Konversion,
der,Regierungschef,ʁeˈɡiːʁʊŋsˌʃɛf,Regierungschefs,Komposita.-s-,Person.männlich
die,Regierung,ʁeˈɡiːʁʊŋ,Regierungen,Ableitung.-ung,
die,DDR,ˌdeːdeːˈʔɛʁ,-,Abkürzung:Toponym,
die,Aussicht,ˈaʊ̯sˌz̥ɪçt,Aussichten,Ableitung.Konversion,
die,Plattform,ˈplatˌfɔʁm,Plattformen,Lehnwort.fr,
die,Aussichtsplattform,*,Aussichtsplattformen,Komposita.-s-,
die,Galerie,ɡaləˈʁiː,Galerien,Lehnwort.it:Lehnwort.fr,
die,Geschichte,ɡəˈʃɪçtə,Geschichten,de,
das,Teil,taɪ̯l,Teile,de,
die,Mauer,ˈmaʊ̯ɐ,Mauern,de,
das,Flussufer,ˈflʊsˌʔuːfɐ,Flussufer,Komposita.kein,
das,Ufer,ˈuːfɐ,Ufer,de,
die,Spree,ˈʃpʁeː,-,Toponym,
das,Kunstwerk,ˈkʊnstˌvɛʁk,Kunstwerke,Komposita.kein,
die,Kunst,kʊnst,Künste,de,
das,Gesicht,ɡəˈzɪçt,Gesichter/Gesichte,de,
das,Motiv,moˈtiːf,Motive,Lehnwort.la,
die,Postkarte,ˈpɔstˌkaʁtə,Postkarten,Komposita.kein,
das,Technikmuseum,ˈtɛçnɪkmuˌzeːʊm,Technikmuseen,Komposita.kein,
die,Produktion,pʁodʊkˈt͡si̯oːn,Produktionen,Lehnwort.fr.la:Ableitung.-ion,
die,Energie,enɛʁˈɡiː,Energien,Lehnwort.fr.la,
die,Energietechnik,*,Energietechniken,Komposita.kein,
die,Verkehrstechnik,*,Verkehrstechniken,Komposita.-s-,
die,Kommunikationstechnik,*,Kommunikationstechniken,Komposita.-s-,
die,Produktionstechnik,*,Produktionstechniken,Komposita.-s-,
die,Chemie,çeˈmiː,Chemien,Lehnwort.la.grc,
die,Chemieindustrie,çeˈmiːʔɪndʊsˌtʁiː,Chemieindustrien,Komposita.kein,
die,Pharmaindustrie,ˈfaʁmaʔɪndʊsˌtʁiː,Pharmaindustrien,Ableitung.pharma-,
die,Raumfahrt,ˈʁaʊ̯mˌfaːɐ̯t,Raumfahrten,Komposita.kein,
die,Nachricht,ˈnaːxˌʁɪçt,Nachrichten,de,
die,Nachrichtentechnik,ˈnaːxʁɪçtn̩ˌtɛçnɪk,Nachrichtentechniken,Komposita.-en-,
die,Historie,hɪsˈtoːʁiə,Historien,Lehnwort.la.grc,
die,Entwicklung,ɛntˈvɪklʊŋ,Entwicklungen,Ableitung.-ung,
die,Ausstellung,ˈaʊ̯sˌʃtɛlʊŋ,Ausstellungen,Ableitung.-ung,
[der]/das,Ausstellungsbereich,*,Ausstellungsbereiche,Komposita.-s-,
das,Ausstellungsareal,*,Ausstellungsareale,Komposita.-s-,
das,Areal,aʁeˈaːl,Areale,Lehnwort.la,
das,Gelände,ɡəˈlɛndə,Gelände,Ableitung.be-,
das,Ausstellungsgelände,*,Ausstellungsgelände,Komposita.-s-,
das,Licht,lɪçt,Lichter/Lichte,de,
die,Station,ʃtaˈt͡si̯oːn,Stationen,Lehnwort.la,
der,Technikbereich,*,Technikbereiche,Komposita.kein,
die,Pubertät,pubɛʁˈtɛːt,-,Lehnwort.la,
der,Besuch,bəˈzuːx,Besuche,Ableitung.Konversion,
die,Öffnung,ˈœfnʊŋ,Öffnungen,Ableitung.-ung,
die,Öffnungszeit,ˈœfnʊŋsˌt͡saɪ̯t,Öffnungszeiten,Komposita.-s-,
die,Warte,ˈvaʁtə,Warten,*,
die,Wartezeit,ˈvaʁtəˌt͡saɪ̯t,Wartezeiten,Komposita.-e-,
der,Eintrittspreis,ˈaɪ̯ntʁɪt͡sˌpʁaɪ̯s,Eintrittspreise,Komposita.-s-,
das,Objekt,ɔpˈjɛkt,Objekte,Lehnwort.la,
die,Führung,ˈfyːʁʊŋ,Führungen,*,
die,Jugendliche,ˈjuːɡn̩tlɪçə,Jugendlichen,Ableitung.Konversion,Person.weiblich
der,Jugendlicher,ˈjuːɡəntlɪçɐ,Jugendlichen,Ableitung.Konversion,Person.männlich
die,Museuminsel,*,-,Toponym,
das,Länderspiel,ˈlɛndɐˌʃpiːl,Länderspiele,Komposita.-er-:Komposita.Umlaut,
das,Olympia,oˈlʏmpi̯a,-,Toponym,
das,Olympiastadion,oˈlʏmpi̯aˌʃtaːdi̯ɔn,Olympiastadien,Komposita.kein,
das,Stadion,ˈʃtaːdi̯ɔn,Stadien,*,
die,Philharmonie,fɪlhaʁmoˈniː,Philharmonien,Ableitung.-ie,
die,Nähe,ˈnɛːə,-,de,
die,Auskunft,ˈaʊ̯sˌkʊnft,Auskünfte,*,
das,Bordeaux,bɔʁˈdoː,-,Toponym,
das,Geschenk,ɡəˈʃɛŋk,Geschenke,de,
das,Herz,hɛʁt͡s,Herzen,de,
die,Hertzallee,*,-,Toponym,
das,Schloss,ʃlɔs,Schlösser,de,
der,Bundespräsident,ˈbʊndəspʁɛziˌdɛnt,Bundespräsidenten,Komposita.-es,
das,Reichstagsgebäude,ˈʁaɪ̯çstaːksɡəˌbɔɪ̯də,Reichstagsgebäude,Komposita.-s-,
das,Gebäude,ɡəˈbɔɪ̯də,Gebäude,Ableitung.ge:Ableitung.-de,
