Genus,Substantiv,IPA,Plural,Herkunft,Tags
der,Salat,zaˈlaːt,Salate,Lehnwort.it,Essen.Speise:Nahrungsmittel.Gemüse.Blattgemüse:Pflanze
die,Überraschung,yːbɐˈʁaʃʊŋ,Überraschungen,*,
der,Single,ˈsɪŋl̩,Singles,*,
das,Zentrum,ˈt͡sɛntʁʊm,Zentren,*,
die,Bank,baŋk,Banken,*,
der,Analyst,anaˈlʏst,Analysten/Analysts,*,Beruf
die,Analystin,anaˈlʏstɪn,Analystinnen,*,Beruf
-,-,ˈdaːtn̩,Daten,*,
der,Datenanalyst,ˈdaːtn̩ anaˈlʏst,Datenanalysten/Datenanalysts,*,Beruf
der,Datenanalystin,ˈdaːtn̩ anaˈlʏstɪn,Datenanalystinnen,*,Beruf
die,Konferenz,ˌkɔnfeˈʁɛnt͡s,Konferenzen,*,
die,Malerei,ˌmaːləˈʁaɪ̯,Malereien,*,
die,Idee,iˈdeː,Ideen,*,
die,Ahnung,ˈaːnʊŋ,Ahnungen,*,
der,Autor,ˈaʊ̯toːɐ̯,Autoren,*,Beruf
die,Autorin,aʊ̯ˈtoːʁɪn,Autorinnen,*,Beruf
der,Film,fɪlm,Filme,*,
das,Wunder,ˈvʊndɐ,Wunder,*,
das,Dresden,ˈdʁeːsdn̩,-,*,Stadt:Land.Deutschland
das,Salzburg,ˈzalt͡sˌbʊʁk,-,*,Stadt:Land.Österreich
das,Luzern,luˈt͡sɛʁn,-,*,Stadt:Land.Schweiz
das,Lugano,*,-,*,Stadt:Land.Schweiz
die,Touristeninformation,tuˈʁɪstn̩ʔɪnfɔʁmaˌt͡si̯oːn,Touristeninformationen,Komposita:-en-,
der,Tourist,tuˈʁɪst,Touristen,Lehnwort.en,
das,Kunstmuseum,ˈkʊnstmuˌzeːʊm,Kunstmuseen,Komposita.kein,
der,Bahnhof,ˈbaːnˌhoːf,Bahnhöfe,Komposita.kein,
die,Bahn,baːn,Bahnen,de,
der,Hof,hoːf,Höfe,*,
das,Restaurant,ʁɛstoˈʁɑ̃ː,Restaurants,Fremdwort.fr,
der,Parkplatz,ˈpaʁkˌplat͡s,Parkplätze,Komposita.kein,
der,Platz,plat͡s,Plätze,Lehnwort.la,
die,Apotheke,apoˈteːkə,Apotheken,de,
das,Café,kaˈfeː,Cafés,Fremdwort.fr,
der,Supermarkt,ˈzuːpɐˌmaʁkt,Supermärkte,Lehnwort.en:Ableitung.super-,
der,Markt,maʁkt,Märkte,*,
das,Kino,ˈkiːno,Kinos,*,
die,Bibliothek,biblioˈteːk,Bibliotheken,Lehnwort.la,
die,Bücherei,byːçəˈʁaɪ̯,Büchereien,Lehnwort.nl,
das,Geld,ɡɛlt,Gelder,de,
die,Fahrkarte,ˈfaːɐ̯ˌkaʁtə,Fahrkarten,Komposita.kein,
das,Einzelzimmer,ˈaɪ̯nt͡sl̩ˌt͡sɪmɐ,Einzelzimmer,Komposita.kein,
die,Reservierung,ʁezɛʁˈviːʁʊŋ,Reservierungen,Ableitung.-ung,
das,Frühstück,ˈfʁyːˌʃtʏk,Frühstücke,*,
das,WLAN,ˈveːlaːn,WLANs,Abkürzung:Lehnwort.en,
der,Code,koːt,Codes,Lehnwort.en,
die,Zimmerkarte,IPAhere,Zimmerkarten,Komposita.kein,
die,Person,pɛʁˈzoːn,Personen,*,
die,Angabe,ˈanˌɡaːbə,Angaben,Ableitung.implizite,
das,Formular,fɔʁmuˈlaːɐ̯,Formulare,Lehnwort.la,
die,Kreditkarte,kʁeˈdiːtˌkaʁtə,Kreditkarten,Komposita.kein,
die,Zimmernummer,ˈt͡sɪmɐˌnʊmɐ,Zimmernummern,Komposita.kein,
der,Dank,daŋk,-,*,
der,Aufenthalt,ˈaʊ̯fʔɛnthalt,Aufenthalte,*,
das,Doppelzimmer,ˈdɔpl̩ˌt͡sɪmɐ,Doppelzimmer,Komposita.kein,
der,Anreisetag,ˈanʁaɪ̯zəˌtaːk,Anreisetage,Komposita.kein,
die,Anreise,ˈanˌʁaɪ̯zə,Anreisen,Ableitung.-e,
der,Abreisetag,ˈapʁaɪ̯zəˌtaːk,Abreisetage,Komposita.kein,
die,Abreise,ˈapˌʁaɪ̯zə,Abreisen,Ableitung.-e,
die,Anzahl,ˈanˌt͡saːl,Anzahlen,Ableitung.an-,
der,Name,ˈnaːmə,Namen,*,
der,Herr,hɛʁ,Herren,*,
der,Familienname,faˈmiːli̯ənˌnaːmə,Familiennamen,Komposita.-n-,
der,Vorname,ˈfoːɐ̯ˌnaːmə,Vornamen,Komposita.kein,
der,Geburtsort,ɡəˈbuːɐ̯t͡sˌʔɔʁt,Geburtsorte,Komposita.-s-,
der,Geburt,ɡəˈbuːɐ̯t,Geburten,*,
der,Ort,ɔʁt,Orte/Örter,*,
das,Datum,ˈdaːtʊm,Daten,Lehnwort.la,
das,Geburtsdatum,ɡəˈbuːɐ̯t͡sˌdaːtʊm,Geburtsdaten,Komposita.-s-,
die,Postleitzahl,ˈpɔstlaɪ̯tˌt͡saːl,Postleitzahlen,Komposita.kein,
die,Post,pɔst,Posten,Lehnwort.it,
die,Zahl,t͡saːl,Zahlen,*,
die,Leitzahl,IPAhere,Leitzahlen,*,Fotografie
die,Unterschrift,ˈʊntɐˌʃʁɪft,Unterschriften,*,
die,Straße,ˈʃtʁaːsə,Straßen,de,
die,Hausnummer,ˈhaʊ̯sˌnʊmɐ,Hausnummern,Komposita.kein,
das,Haus,haʊ̯s,H[ä]user,*,
der,Gruß,ɡʁuːs,Gr[ü]ße,*,
die,Nachricht,ˈnaːxˌʁɪçt,Nachrichten,*,
die,Hotelbar,hoˈtɛlˌbaːɐ̯,Hotelbars,Komposita,
die,Bar,baːɐ̯,Bars,Lehnwort.en,
das,Theater,teˈaːtɐ,Theater,Lehnwort.fr,
das,Hessen,ˈhɛsn̩,-,*,Bundesland:Land.Deutschland
der,Fluss,flʊs,Flüsse,*,
der,Main,maɪ̯n,-,Toponym,
die,Finanz,fiˈnant͡s,Finanzen,Lehnwort.fr,
das,Finanzzentrum,IPAhere,Finanzentren,Komposita.kein,
das,Europa,ɔɪ̯ˈʁoːpa,-,Toponym,
die,Bundesbank,ˈbʊndəsˌbaŋk,-,Komposita.-es-,
die,Zentralbank,t͡sɛnˈtʁaːlbaŋk,Zentralnbanken,Komposita.kein,
die,Besonderheit,bəˈzɔndɐhaɪ̯t,Besonderheiten,Ableitung.-heit,
die,Skyline,ˈskaɪ̯laɪ̯n,Skylines,Lehnwort.en,
das,Hochhaus,ˈhoːxˌhaʊ̯s,Hochh[ä]user,Komposita,
die,Mitte,ˈmɪtə,Mitten,Kurzform,
der,Mittelpunkt,ˈmɪtl̩ˌpʊŋkt,Mittelpunkte,Ableitung.mittel-,
der,Punkt,pʊŋkt,Punkte,de,
der,Flughafen,ˈfluːkˌhaːfn̩,Flughäfen,Komposita.kein,
der,Flug,fluːk,Flüge,*,
der,Hafen,ˈhaːfn̩,Häfen,*,
der,Passagier,ˌpasaˈʒiːɐ̯,Passagiere,Lehnwort.fr,
die,Universität,ˌunivɛʁziˈtɛːt,Universitäten,Lehnwort.la,
die,Hochschule,ˈhoːxˌʃuːlə,Hochschulen,Komposita.kein,
die,Oper,ˈoːpɐ,Opern,Lehnwort.it,
der,Besucher,bəˈzuːxɐ,Besucher,Ableitung.-er,
das,Gemälde,ɡəˈmɛːldə,Gemälde,*,
der,Freund,fʁɔɪ̯nt,Freunde,de,
die,Dame,ˈdaːmə,Damen,Lehnwort.fr,
die,Lösung,ˈløːzʊŋ,Lösungen,Ableitung.-ung,
der,Regen,ˈʁeːɡn̩,Regen,de,Wetter
die,Kaffeetasse,ˈkafeˌtasə,Kaffeetassen,Komposita.kein,
das,Treffen,ˈtʁɛfn̩,Treffen,Ableitung.Konversion,
die,Sachertorte,ˈzaxɐˌtɔʁtə,Sachertorten,Komposita.kein,Essen.Kuchen
die,Elbe,ˈɛlbə,-,Toponym,
der,Fußballverein,ˈfuːsbalfɛɐ̯ˌʔaɪ̯n,Fußballvereine,Komposita.kein,
der,Verein,fɛɐ̯ˈʔaɪ̯n,Vereine,Ableitung.Konversion,
die,Firma,ˈfɪʁma,Firmen,Lehnwort.it,
die,Redaktion,ʁedakˈt͡si̯oːn,Redaktionen,Lehnwort.fr,
das,Rätsel,ˈʁɛːt͡sl̩,Rätsel,Ableitung.Konversion,
der,Rat,ʁaːt,Räte,Ableitung.Konversion,
das,Käsebrötchen,ˈkɛːzəˌbʁøːtçən,Käsebrötchen,Komposita.kein,Essen.Gebäck
das,Essen,ˈɛsn̩,Essen,de,
die,Handlung,ˈhandlʊŋ,Handlungen,Ableitung.-ung,
das,Lernziel,ˈlɛʁnˌt͡siːl,Lernziele,Komposita.kein,
das,Ziel,t͡siːl,Ziele,de,
das,Interesse,ɪntəˈʁɛsə,Interessen,Lehnwort.la,
der,Fuß,fuːs,Füße,de,Anatomie
der,Ball,bal,Bälle,de,
die,Einwohnerzahl,ˈaɪ̯nvoːnɐˌt͡saːl,Einwohnerzahlen,Komposita.kein,
der,Balken,ˈbalkn̩,Balken,de,
das,Diagramm,diaˈɡʁam,Diagramme,Lehnwort.grc,
das,Balkendiagramm,ˈbalkn̩diaˌɡʁam,Balkendiagramme,Komposita.kein,
das,Wohnen,ˈvoːnən,-,Ableitung.Konversion,
die,Wohnung,ˈvoːnʊŋ,Wohnungen,Ableitung.-ung,
der,Raum,ʁaʊ̯m,R[äu]me,de,
die,Einrichtung,ˈaɪ̯nˌʁɪçtʊŋ,Einrichtungen,Ableitung.-ung,
das,Möbel,ˈmøːbl̩,Möbel/Möbeln,Lehnwort.fr,
der,Haushalt,ˈhaʊ̯shalt,Haushalte,Ableitung.Konversion,
die,Miete,ˈmiːtə,Mieten,de,
das,Mietverhältnis,ˈmiːtfɛɐ̯hɛltnɪs,Mietverhältnisse,Komposita.kein,
das,Verhältnis,fɛɐ̯ˈhɛltnɪs,Verhältnisse,Ableitung.-nis,
der,Wohnungswechsel,ˈvoːnʊŋsˌvɛksl̩,Wohnungswechsel,Komposita.-s-,
der,Wechsel,ˈvɛksl̩,Wechsel,de,
die,Bezeichnung,bəˈt͡saɪ̯çnʊŋ,Bezeichnungen,Ableitung.-ung,
die,Prüfung,ˈpʁyːfʊŋ,Prüfungen,Ableitung.-ung,
die,Pause,ˈpaʊ̯zə,Pausen,de,
das/der,Viertel,ˈfɪʁtl̩,Viertel,Ableitung.-tel,
der,Unterricht,ˈʊntɐˌʁɪçt,Unterrichte,*,
die,Zeit,t͡saɪ̯t,Zeiten,de,
die,Zeitangabe,ˈt͡saɪ̯tʔanˌɡaːbə,Zeitangaben,Komposita.kein,
der,Zeitpunkt,ˈt͡saɪ̯tˌpʊŋkt,Zeitpunkte,Komposita.kein,
die,Dauer,ˈdaʊ̯ɐ,Dauern,Ableitung.Konversion,
die,Stunde,ˈʃtʊndə,Stunden,de,Zeit
der/das,Monat,ˈmoːnat,Monate,de,Zeit
die,Woche,ˈvɔxə,Wochen,de,Zeit
die,Minute,miˈnuːtə,Minuten,Lehnwort.la,Zeit
die,Sekunde,zeˈkʊndə,Sekunden,Lehnwort.la,Zeit
der,Wochentag,ˈvɔxn̩ˌtaːk,Wochentage,Komposita.-n-,Zeit
der,Arbeitstag,ˈaʁbaɪ̯t͡sˌtaːk,Arbeitstage,Komposita.-s-,Zeit
das,Wochenende,ˈvɔxn̩ˌʔɛndə,Wochenenden,Komposita.-n-,Zeit
der,Montag,ˈmoːnˌtaːk,Mentage,de,Zeit
der,Dienstag,ˈdiːnsˌtaːk,Dienstage,de,Zeit
der,Mittwoch,ˈmɪtˌvɔx,Mittwoche,de,Zeit
der,Donnerstag,ˈdɔnɐsˌtaːk,Donnerstage,de,Zeit
der,Freitag,ˈfʁaɪ̯taːk,Freitage,de,Zeit
der,Samstag,ˈzamstaːk,Samstage,de,Zeit
der,Sonntag,ˈzɔnˌtaːk,Sonntage,de,Zeit
der,Vormittag,ˈfoːɐ̯mɪˌtaːk,Vormittage,Ableitung.vor-,Zeit
der,Mittag,ˈmɪtaːk,Mittage,de,Zeit
der,Nachmittag,ˈnaːxmɪˌtaːk,Nachmittage,Ableitung.nach-,Zeit
der,Bericht,bəˈʁɪçt,Berichte,Ableitung.Konversion,Zeit
der,Mittwochvormittag,mɪtvɔxˈfoːɐ̯mɪtaːk,Mittwochvormittage,Komposita.kein,Zeit
der,Montagnachmittag,ˈmoːntaːkˌnaːxmɪtaːk,Montagnachmittage,Komposita.kein,Zeit
der,Freitagnachmittag,ˈfʁaɪ̯taːkˌnaːxmɪtaːk,Freitagnachmittage,Komposita.kein,Zeit
die,Tagesablauf,ˈtaːɡəsˌʔaplaʊ̯f,Tagesabläufe,Komposita.-es-,
der,Ablauf,ˈapˌlaʊ̯f,Abläufe,Ableitung.Konversion,
die,Statistikerin,ʃtaˈtɪstɪkəʁɪn,Statistikerinnen,*,Beruf
der,Statistiker,ʃtaˈtɪstɪkɐ,Statistiker,Ableitung.-er,Beruf
die,Statistik,ʃtaˈtɪstɪk,Statistiken,Lehnwort.fr,Mathematik
der/die,Fraunhofer,ˈfʁaʊ̯nˌhoːfɐ,Fraunhofers/Fraunhofer,*,Familienname.Deutschland
der,Motorroller,ˈmoːtoːɐ̯ˌʁɔlɐ,Motorroller,Komposita.kein,
der,Motor,ˈmoːtoːɐ̯,Motor,Lehnwort.la,
der,Roller,ˈʁɔlɐ,Roller,de,
die,Analyse,anaˈlyːzə,Analysen,Lehnwort.la,
das,Team,tiːm,Teams,Lehnwort.en,
die,Teambesprechung,IPAhere,Teambesprechungen,Komposita.kein,
der,Mittagspause,ˈmɪtaːksˌpaʊ̯zə,Mittagspausen,Komposita.-s-,
der,Kollege,kɔˈleːɡə,Kollegen,Lehnwort.la,
der,Schuh,ʃuː,Schuhe,de,
das,Bett,bɛt,Betten,de,
das,Seminar,zemiˈnaːɐ̯,Seminare,Lehnwort.de,
die,Vorlesung,ˈfoːɐ̯ˌleːzʊŋ,Vorlesungen,Ableitung.-ung,
das,Praktikum,ˈpʁaktikʊm,Praktika,Lehnwort.la,
die,Party,ˈpaːɐ̯ti,Partys,Lehnwort.en,
die,Fahrt,faːɐ̯t,Fahrten,Ableitung.-t,
das,Glas,ɡlaːs,Gläser,de,Werkzeug.Küche
der,Kochkurs,ˈkɔxˌkʊʁs,Kochkurse,Komposita.kein,
der,Kurs,kʊʁs,Kurse,Lehnwort.la,
der,Sprachkurs,ˈʃpʁaːxˌkʊʁs,Sprachkurse,Komposita.kein,
der,Tanzkurs,ˈtant͡sˌkʊʁs,Tanzkurse,Komposita.kein,
der,Anfänger,ˈanˌfɛŋɐ,Anfänger,Ableitung.Konversion,
der,Fortgeschrittene,ˈfɔʁtɡəˌʃʁɪtənɐ,Fortgeschrittenen,Ableitung.er:Deklination,
der,Tanz,tant͡s,Tänze,Lehnwort.fr,
die,Tanzpartnerin,ˈtant͡sˌpaʁtnəʁɪn,Tanzpartnerinnen,Ableitung.-in,Person.weiblich
der,Tanzpartner,ˈtant͡sˌpaʁtnɐ,Tanzpartner,Komposita.kein,Person.männlich
der,Partner,ˈpaʁtnɐ,Partner,Lehnwort.en,Person.männlich
die,Spezialität,ʃpet͡si̯aliˈtɛːt,Spezialitäten,Lehnwort.la:Ableitung.-ität,
die,Gruppe,ˈɡʁʊpə,Gruppen,Lehnwort.fr,
der,Kontakt,kɔnˈtakt,Kontakte,Lehnwort.la,
das,Fitnessstudio,ˈfɪtnɛsˌʃtuːdi̯o,Fitnessstudios,Komposita.kein,
die,Fitness,ˈfɪtnɛs,-,Lehnwort.en,
das,Studio,ˈʃtuːdi̯o,Studio,Lehnwort.it,
der,Hausarzt,ˈhaʊ̯sˌʔaːɐ̯t͡st,Hausärzte,Komposita.kein,Beruf
die,Hausärztin,ˈhaʊ̯sˌʔaːɐ̯t͡st,Hausärztinnen,Ableitung.-in,Beruf
der,Hunger,ˈhʊŋɐ,-,de,
die,Mitternacht,ˈmɪtɐˌnaxt,Mitternächte,Komposita.-r-,
die,Kantine,kanˈtiːnə,Kantinen,Lehnwort.fr,
der,Durchschnitt,ˈdʊʁçˌʃnɪt,Durchschnitte,Ableitung.Konversion,
der/das,Liter,ˈliːtɐ,Liter,Lehnwort.fr,Maßeinheit
die,Sorte,ˈzɔʁtə,Sorten,Lehnwort.la,
der,Milchkaffee,ˈmɪlçkaˌfeː,Milchkaffees,Komposita.kein,
der,Wein,vaɪ̯n,Weine,Lehnwort.la,Getränk.Weinbau
das,Gericht,ɡəˈʁɪçt,Gerichte,Ableitung.Ge-,Nahrung
die,Rösti,ˈʁøːsti,-,HERKUNFT,Gastronomie:Essen.Schweizer
die,Bratwurst,ˈbʁaːtˌvʊʁst,Bratwürste,Komposita.kein,Essen.Braten
der,Kartoffelsalat,kaʁˈtɔfl̩zaˌlaːt,Kartoffelsalate,Komposita.kein,Essen.Salat
die,Kartoffel,kaʁˈtɔfl̩,Kartoffeln,Lehnwort.it,Botanik
die,Tradition,tʁadiˈt͡si̯oːn,Traditionen,Lehnwort.la,
der,Weißwein,ˈvaɪ̯sˌvaɪ̯n,Weißweine,Komposita.kein,Weinbau
die,Backware,ˈbakˌvaːʁə,Backwaren,Komposita.kein,Gastronomie:Essen.Konditorei
die,Ware,ˈvaːʁə,Waren,de,
die,Süßware,ˈzyːsˌvaːʁə,Süßwaren,Komposita.kein,Gastronomie
die,Torte,ˈtɔʁtə,Torten,Lehnwort.it.la,
das,Fett,fɛt,Fette,de,
das,Öl,øːl,Öle,de.la.grc,
die/der/das,Butter,ˈbʊtɐ,-,de.la.grc,
die,Sahne,ˈzaːnə,-,de.ndl,
das,Fleisch,flaɪ̯ʃ,-,de,Anatomie:Nahrungsmittel
das,Rindfleisch,ˈʁɪntˌflaɪ̯ʃ,-,Komposita.kein,Essen.Fleisch
das,Rind,ʁɪnt,Rinder,de,
das,Hühnerfleisch,ˈhyːnɐˌflaɪ̯ʃ,-,Komposita.-er-:Komposita.Umlaut,Essen.Fleisch
das,Huhn,huːn,Hühner,de,Zoologie
die,Leberwurst,ˈleːbɐˌvʊʁst,Leberwürste,Komposita.kein,Essen.Lebensmittel
die,Leber,ˈleːbɐ,Lebern,de,Anatomie:Gastronomie
der,Schinken,ˈʃɪŋkn̩,Schinken,de,Gastronomie
das,Milchprodukt,ˈmɪlçpʁoˌdʊkt,Milchprodukte,Komposita.kein,Nahrungsmittel
das,Produkt,pʁoˈdʊkt,Produkte,Lehnwort.la,Wissenschaft.Wirtschaft:Wissenschaft.Mathematik:Wissenschaft.Chemie
der,Fisch,fɪʃ,Fische,de,Zoologie:Essen.Fleisch
das,Ei,aɪ̯,Eier,de,Wissenschaft.Biologie:Gastronomie
der,Quark,kvaʁk,-,de,Essen.Milchprodukt
der,Joghurt,ˈjoːɡʊʁt,Joghurts,Lehnwort.tr,Essen.Milchprodukt
der,Lachs,laks,Lachse,de,Zoologie.Ichtyologie
das,Getreideprodukt,ɡəˈtʁaɪ̯dəpʁoˌdʊkt,Getreideprodukte,Komposita.kein,
das,Getreide,ɡəˈtʁaɪ̯də,Getreide,de,Botanik
die,Nudel,ˈnuːdl̩,Nudeln,ungeklärt,
das,Obst,oːpst,-,de,Nahrungsmittel
das,Gemüse,ɡəˈmyːzə,Gemüse,de,Nahrungsmittel
der,Paprika,ˈpapʁika,Paprika/Paprikas,Lehnwort.hu,Botanik:Nahrungsmittel.Gemüse
die,Gurke,ˈɡʊʁkə,Gurken,Lehnwort.pl,Botanik:Nahrungsmittel.Gemüse
die,Zwiebel,ˈt͡sviːbl̩,Zwiebeln,de,Botanik:Nahrungsmittel.Gemüse
das,Sauerkraut,ˈzaʊ̯ɐˌkʁaʊ̯t,-,Komposita.kein,Gastronomie
das,Kraut,kʁaʊ̯t,Kräuter,de,Essen.Gewürz:Nahrungsmittel.Gemüse:Botanik:Medizin
die,Birne,ˈbɪʁnə,Birnen,de.la,Nahrungsmittel.Obst
die,Erdbeere,ˈeːɐ̯tbeːʁə,Erdbeeren,Komposita.kein,Nahrungsmittel.Obst
die,Erde,ˈeːɐ̯də,Erden,de,
die,Beere,ˈbeːʁə,Beeren,de,Botanik:Nahrungsmittel.Obst
die,Banane,baˈnaːnə,Bananen,Lehnwort.pt,Nahrungsmittel.Obst
die,Ananas,ˈananas,Ananas/Ananasse,Lehnwort.pt,Botanik:Nahrungsmittel.Obst
die,Tomate,toˈmaːtə,Tomaten,Lehnwort.fr.es,Botanik:Nahrungsmittel.Gemüse
das,Lebensmittel,ˈleːbn̩sˌmɪtl̩,Lebensmittel,Komposita.-s-,Nahrungsmittel
der,Tomatensalat,toˈmaːtn̩zaˌlaːt,Tomatensalate,Komposita.-n-,Essen.Salat:Essen.Speise
die,Tomatensuppe,toˈmaːtn̩ˌzʊpə,Tomatensuppen,Komposita.-n-,Essen.Speise:Gastronomie:Essen.Suppe
der,Tomatensaft,toˈmaːtn̩ˌzaft,Tomatensäfte,Komposita.kein,Getränk.Saft.Gemüsesaft
die,Kartoffelsuppe,kaʁˈtɔfl̩ˌzʊpə,Kartoffelsuppen,Komposita.kein,Gastronomie:Essen.Speise:Essen.Suppe
der,Apfelkuchen,ˈap͡fl̩ˌkuːxn̩,Apfelkuchen,Komposita.kein,Essen.Kuchen
das,Schinkenbrötchen,ˈʃɪŋkn̩ˌbʁøːtçən,Schinkenbrötchen,Komposita.kein,Essen.Gebäck:Essen.Fleisch:Essen.Speise
die,Nudelsuppe,ˈnuːdl̩ˌzʊpə,Nudelsuppen,Komposita.kein,Essen.Speise:Gastronomie:Essen.Suppe:Essen.Nudelgericht
der,Nudelsalat,ˈnuːdl̩zaˌlaːt,Nudelsalate,Komposita.kein,Essen.Salat:Essen.Speise
die,Fischsuppe,ˈfɪʃzʊpə,Fischsuppen,Komposita.kein,Essen.Suppe:Essen.Fischgericht:Essen.Speise
das,Fischbrötchen,ˈfɪʃˌbʁøːtçən,Fischbrötchen,Komposita.kein,Essen.Gebäck:Essen.Fischgericht:Essen.Speise
der,Käsesalat,IPAhere,Käsesalate,Komposita.kein,Essen.Salat:Essen.Speise:Essen.Käsegericht
das,Käsebrötchen,ˈkɛːzəˌbʁøːtçən,Käsebrötchen,Komposita.kein,Essen.Gebäck:Essen.Käsegericht:Essen.Speise
der,Rotwein,ˈʁoːtˌvaɪ̯n,Rotweine,Komposita.kein,Getränk.Wein:Getränk.alkoholisch
die,Vorspeise,ˈfoːɐ̯ˌʃpaɪ̯zə,Vorspeisen,Ableitung.vor-,Essen.Gang
das,Hauptgericht,ˈhaʊ̯ptɡəˌʁɪçt,Hauptgerichte,Ableitung.haupt-,Essen.Gang
das,Dessert,dɛˈseːɐ̯,Desserts,Lehnwort.fr.la,
die,Gemüsesuppe,ɡəˈmyːzəˌzʊpə,Gemüsesuppen,Komposita.kein,Essen.Speise:Essen.Suppe
das,Glück,ɡlʏk,-,de,
die,Rechnung,ˈʁɛçnʊŋ,Rechnungen,Ableitung.-ung,Gastronomie
der,Gurkensalat,ˈɡʊʁkn̩zaˌlaːt,Gurkensalate,Komposita.-n-,Essen.Salat:Essen.Speise
das,Steak,stɛɪ̯k,Steaks,Lehnwort.en,Essen.Braten:Essen.Fleisch
-,-,ˈpɔməs,Pommes,Kurzform,
-,-,pɔmˈfʁɪt,Pommes frites,Lehnwort.fr,Essen.Speise:Essen.Kartoffelgericht
der,Obstsalat,ˈoːpstzaˌlaːt,Obstsalate,Komposita.kein,Essen.Salat:Essen.Speise
das,Messer,ˈmɛsɐ,Messer,de,Werkzeug.Küche
die,Gabel,ˈɡaːbl̩,Gabeln,de,Werkzeug.Küche
der,Löffel,ˈlœfl̩,Löffel,de,Werkzeug.Küche
[der]/das,Teller,ˈtɛlɐ,Teller,Lehnwort.fr.la,Werkzeug.Küche
der,Topf,tɔp͡f,Töpfe,de,Werkzeug.Küche
die,Pfanne,ˈp͡fanə,Pfannen,de.la.grc,Werkzeug.Küche
der,Pfeffer,ˈp͡fɛfɐ,Pfeffer,de.la,Essen.Gewürz
das,Salz,zalt͡s,Salze,de,Essen.Gewürz
der,Kräutertee,ˈkʁɔɪ̯tɐˌteː,Kräutertees,Komposita.-er:Komposita.Umlaut,Getränk
das,Lieblingsrestaurant,ˈliːplɪŋsʁɛstoˌʁɑ̃ː,Lieblingsrestaurants,Komposita.Lieblings-,
das,Thailändlisch/Thailändische,ˈtaɪ̯ˌlɛndɪʃ/ˈtaɪ̯ˌlɛndɪʃə,-,Ableitung.-isch,Sprache
das,Thailand,ˈtaɪ̯lant,-,Ableitung.-isch,Land
das,Mexiko,ˈmɛksikoː,-,*,Land
die,Speisekarte,ˈʃpaɪ̯zəˌkaʁtə,Speisekarten,Komposita.kein,Gastronomie
das,Angebot,ˈanɡəˌboːt,Angebote,Ableitung.implizite,
der,Stern,ʃtɛʁn,Sterne,de,Wissenschaft.Astronomie
der,Reis,ʁaɪ̯s,Reise,de.la,Gastronomie:Botanik
der,Sprudel,ˈʃpʁuːdl̩,Sprudel,de,Getränk
der,Whisky,ˈvɪski,Whiskys,Lehnwort.en,Getränk.alkoholisch
die,Mozartkugel,ˈmoːt͡saʁtˌkuːɡl̩,Mozartkugeln,Komposita.kein,Essen.Praline
die,Kugel,ˈkuːɡl̩,Kugeln,de,Wissenschaft.Mathematik.Geometrie
der,Erfinder,ɛɐ̯ˈfɪndɐ,Erfinder,Ableitung.-er,Person.männlich
der,Konditor,kɔnˈdiːtoːɐ̯,Konditoren,Lehnwort.la,Person.männlich
die,Konditorei,ˌkɔnditoˈʁaɪ̯,Konditoreien,Ableitung.-ei,
die,Hand,hant,Händer,de,Anatomie
das,Original,oʁiɡiˈnaːl,Originale,Lehnwort.la,
das,Geschäft,ɡəˈʃɛft,Geschäfte,de,
die,Pistazie,pɪsˈtaːt͡si̯ə,Pistazien,Lehnwort.la,Nahrungsmittel.Obst
das,Marzipan,ˈmaʁt͡sipaːn,Marzipane,*,Essen.Süßigkeiten
der/[das],Nougat,ˈnuːɡat,Nougats,*,Essen.Süßigkeiten
der,Ursprung,ˈuːɐ̯ˌʃpʁʊŋ,Ursprünge,de,
das,Lateinamerika,laˈtaɪ̯nʔaˌmeːʁika,-,*,Geografie
die,Tonne,ˈtɔnə,Tonnen,de,Maßeinheit.Gewichtseinheit
der,Berg,bɛʁk,Berge,de,Geologie
das,Gummibärchen,ˈɡʊmiˌbɛːɐ̯çən,Gummibärchen,Ableitung.-chen,Essen.Süßigkeiten
der,Gummibär,ˈɡʊmibɛːɐ̯,Gummibären,Komposita.kein,Essen.Süßigkeiten
der/das,Gummi,ˈɡʊmi,Gummi/[Gummis],de,
der/das,Fruchtgummi,IPAhere,Fruchtgummis,Komposita.kein,Essen.Süßigkeiten
der,Bär,bɛːɐ̯,Bären,de,Zoologie
der,Marktführer,ˈmaʁktˌfyːʁɐ,Marktführer,Komposita.kein,
der,Führer,ˈfyːʁɐ,Führer,Ableitung.-er,
die,Industrie,ɪndʊsˈtʁiː,Industrien,Lehnwort.fr,
die,Teigware,ˈtaɪ̯kˌvaːʁə,Teigwaren,Komposita.kein,Essen.Gebäck:Gastronomie
das,Koffein,kɔfeˈiːn,-,de,
der,Teig,taɪ̯k,Teige,de,Essen.Gebäck
der,Riesling,ˈʁiːslɪŋ,Rieslinge,ungeklärt,
der,Mond,moːnt,Monde,de,
der,Urlaub,ˈuːɐ̯ˌlaʊ̯p,Urlaube,de,
die,Lust,lʊst,Lüste,de,
das,Gespräch,ɡəˈʃpʁɛːç,Gespräche,Ableitung.ge-:Ableitung.Umlaut,
der,Krimi,ˈkʁɪmi,Krimis,Kurzform,
der,Mord,mɔʁt,Morde,de,Recht
der,Vortrag,ˈfoːɐ̯ˌtʁaːk,Vorträge,de,
die,Schule,ˈʃuːlə,Schulen,de,Bildung
